area_type,availability,location,size,society,total_sqft,bath,balcony,price
3,0.0,Hoodi,3 BHK,GoAirej,1639,3.0,1.0,98.32
3,1.0,Jakkuru Layout,2 BHK,,1200,2.0,1.0,54.0
3,0.0,Vijayanagar,3 BHK,Saityat,1739,3.0,1.0,116.0
0,1.0,Palanahalli,4 Bedroom,RMaanSa,4346,5.0,,500.0
3,0.0,Old Madras Road,2 BHK,Shmes O,935,2.0,1.0,32.72
3,0.0, Thanisandra,1 RK,Bhe 2ko,510,1.0,1.0,25.25
2,1.0,Devasandra Extension,6 Bedroom,,1200,6.0,3.0,180.0
3,1.0,Nagondanahalli,2 BHK,PrestSe,1178,2.0,3.0,47.0
0,1.0,Chikkalasandra,3 BHK,Siourpl,1375,2.0,1.0,50.0
3,1.0,Chandapura,3 BHK,Halms S,1065,2.0,1.0,33.0
3,1.0,2nd Phase Judicial Layout,3 BHK,,1450,2.0,1.0,50.75
0,1.0,BEML Layout,2 BHK,,999,2.0,3.0,45.0
3,1.0,Amruthahalli,2 BHK,,4400,3.0,2.0,475.0
2,1.0,Marathahalli,5 Bedroom,,1350,4.0,1.0,135.0
0,1.0,Kothannur,2 BHK,,1100,2.0,2.0,40.0
3,1.0,Koramangala,3 BHK,Wiass G,1835,2.0,3.0,155.0
3,0.0,Hoodi,4 BHK,Caycend,2090,4.0,0.0,95.1
3,1.0,Lingadheeranahalli,3 BHK,Soiewre,1519,3.0,1.0,93.0
0,1.0,Dommasandra,3 BHK,Asene S,1267,3.0,2.0,56.0
3,1.0,Sanjay nagar,2 BHK,Camesa ,1150,2.0,3.0,72.2
3,0.0,Marathahalli,2 BHK,PrensKe,1146,2.0,1.0,70.0
2,0.0,1st Block HRBR Layout,8 Bedroom,,1200,7.0,0.0,235.0
0,1.0,Kannamangala,3 BHK,Marnaer,1550,3.0,3.0,65.0
0,1.0,Chandapura,2 BHK,KHityry,850,1.0,1.0,18.5
3,1.0,Richmond Town,3 BHK,Kaestid,2200,3.0,,187.0
0,1.0,"Sarjapur Road, ",3 Bedroom,,3329,3.0,2.0,330.0
1,1.0,Electronics City Phase 1,1 BHK,,785,1.0,1.0,55.0
3,1.0,Hebbal Kempapura,3 BHK,GonumPl,2900,4.0,,300.0
0,1.0,Raja Rajeshwari Nagar,3 BHK,Avlya A,1610,3.0,2.0,74.0
3,1.0,Bellandur,2 BHK,Krine O,921,2.0,2.0,40.0
2,1.0,Kengeri Satellite Town,3 Bedroom,,850,3.0,2.0,95.0
0,1.0,Bannerghatta Road,5 Bedroom,,2700,5.0,0.0,158.0
3,1.0,Sarjapur  Road,3 BHK,SocusHi,1700,3.0,3.0,110.0
0,1.0,Sarjapur,2 BHK,Sondaka,1020,2.0,2.0,35.0
3,1.0,Billekahalli,2 BHK,Dintsmi,1090,2.0,3.0,52.0
2,1.0,Bagalur Main Road,4 Bedroom,,3600,4.0,,300.0
3,1.0,Haralur Road,2 BHK,,1027,2.0,2.0,44.0
3,1.0,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,42.1
3,1.0,Doddathoguru,2 BHK,Prianhi,850,2.0,1.0,25.0
0,1.0,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,84.0
3,1.0,Byadarahalli,4 BHK,ETntsce,3500,3.0,3.0,450.0
3,1.0,Poorna Pragna Layout,2 BHK,,920,2.0,2.0,39.55
3,1.0,Chamrajpet,9 BHK,,716Sq. Meter,9.0,1.0,296.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,i1rtsCo,1105,2.0,1.0,65.0
3,1.0,Yeshwanthpur,3 BHK,GoandAc,1850,3.0,3.0,100.0
3,0.0,Judicial Layout,3 BHK,PrarePa,1300,3.0,1.0,64.0
0,1.0,"Varthur Road, ",3 BHK,,1595,3.0,2.0,76.0
3,0.0,Kodihalli,4 BHK,Priesla,3073,5.0,2.0,696.0
0,1.0,Horamavu Agara,2 BHK,,755,2.0,1.0,37.49
0,1.0,Nagasandra,5 Bedroom,,4050,5.0,2.0,140.0
3,0.0,Kanakpura Road,3 BHK,,1300,2.0,3.0,69.0
0,1.0,Bannerghatta Road,2 BHK,,1215,2.0,0.0,50.0
3,0.0,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,46.0
3,0.0,Banashankari Stage III,2 BHK,,1145,2.0,3.0,58.4
3,1.0,Chikka Banaswadi,2 BHK,,1093,2.0,2.0,65.0
3,0.0,Babusapalaya,3 BHK,,1213,2.0,2.0,41.39
3,1.0,Bannerghatta Road,3 BHK,PrliaRe,1654,3.0,2.0,100.0
3,1.0,NGR Layout,2 BHK,,1105,2.0,1.0,52.48
3,1.0,Babusapalaya,3 BHK,,1611,2.0,2.0,66.0
0,1.0,Outer Ring Road East,2 BHK,Hoens T,1367,2.0,2.0,62.0
3,1.0,Devanahalli,2 BHK,Brntsal,1010,2.0,1.0,51.0
2,1.0,Kavika Layout,3 Bedroom,,750,2.0,1.0,75.0
1,1.0,Vinayaka Nagar,3 BHK,SVon hn,1535,3.0,1.0,95.0
3,1.0,Anekal,2 BHK,,620,2.0,1.0,22.0
0,1.0,Horamavu Agara,2 BHK,,982,2.0,1.0,47.65
3,1.0,Banashankari Stage II,2 BHK,,1700,2.0,2.0,150.0
3,0.0,Whitefield,2 BHK,BSlasin,1330,2.0,1.0,71.0
0,1.0,JP Nagar,3 Bedroom,Ronty C,2500,3.0,2.0,135.0
3,1.0,Poorna Pragna Layout,3 BHK,,1475,2.0,2.0,58.99
3,1.0,Bhoganhalli,3 BHK,BSisear,1410,3.0,1.0,65.0
3,1.0,Yelahanka New Town,1 BHK,,440,1.0,1.0,16.5
3,1.0,Yelahanka,3 BHK,PuziaVe,1614,3.0,2.0,95.0
3,1.0,Neeladri Nagar,2 BHK,GeereEc,1363,2.0,2.0,68.0
0,1.0,Kogilu,2 Bedroom,,650,2.0,0.0,28.0
3,1.0,Dodda Kempaiah Layout,2 BHK,,1015,2.0,1.0,45.0
3,1.0,Horamavu Banaswadi,2 BHK,,1156,2.0,2.0,46.0
3,0.0,Hennur Busstop,2 BHK,,1100,2.0,1.0,62.7
3,0.0,KR Puram,3 BHK,,1455,3.0,2.0,46.0
3,1.0,GB Palya,2 BHK,Ravashw,930,2.0,1.0,45.0
0,1.0,AMS Layout,3 BHK,,1650,2.0,2.0,80.0
0,1.0,KR Puram,2 Bedroom,,1200,2.0,0.0,90.0
2,1.0,9th Block Jayanagar,1 Bedroom,,700,1.0,0.0,150.0
3,1.0,Karuna Nagar,4 BHK,AjityIn,2900,3.0,,135.0
3,0.0,Kadugodi,3 BHK,Alestrb,1890,4.0,3.0,127.0
3,1.0,Ashwathnagar,3 BHK,Vaour S,2197,4.0,3.0,280.0
3,1.0,Hebbal Kempapura,3 BHK,GonumPl,3522,3.0,2.0,380.0
3,0.0,Gaurava Nagar,3 BHK,,1240,2.0,2.0,46.0
0,1.0,HRBR Layout,2 BHK,Vaaveeh,1440,2.0,2.0,98.0
3,1.0,Kodichikkanahalli,1 BHK,,650,1.0,2.0,38.0
3,0.0,Budigere,1 BHK,Brstaue,764,1.0,1.0,32.0
2,1.0,Sector 7 HSR Layout,5 Bedroom,,900,4.0,0.0,90.0
3,1.0,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1693,3.0,3.0,57.39
0,1.0,Hoodi,3 BHK,Macanr ,1445,3.0,2.0,65.0
3,0.0,Kanakpura Road,2 BHK,PrarePa,900,1.0,0.0,45.0
3,1.0,Singasandra,2 BHK,,1030,2.0,,55.0
3,1.0,Yelahanka,3 BHK,Pyikad ,1381,2.0,2.0,52.48
0,1.0,Basapura,2 BHK,Krtiqa ,1100,2.0,1.0,60.0
3,1.0,Hoodi,3 BHK,,1575,3.0,2.0,66.39
2,1.0,Thigalarapalya,2 Bedroom,,1200,2.0,1.0,65.0
3,1.0,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,43.2
3,1.0,Kasturi Nagar,2 BHK,GradeMR,1080,2.0,2.0,80.0
2,1.0,Hebbal Kempapura,5 Bedroom,,2280,5.0,,200.0
3,0.0,Akshaya Nagar,3 BHK,,1360,2.0,2.0,85.0
3,0.0,Jakkur,3 BHK,Ceezey ,1865,3.0,1.0,124.0
3,0.0,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,75.0
3,1.0,Kammasandra,2 BHK,Icingpy,674,2.0,1.0,29.0
3,1.0,Whitefield,3 BHK,AdndeBe,1405,2.0,1.0,78.0
3,1.0,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.08
2,1.0,Kengeri Satellite Town ( BDA SITE),4 Bedroom,,1600,3.0,1.0,172.0
3,0.0,Hebbal,3 BHK,Oztarol,1790,3.0,2.0,127.0
3,0.0,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.65
3,1.0,Panathur,2 BHK,Arentpa,1180,2.0,1.0,70.0
0,1.0,AGS Layout,3 BHK,,1450,2.0,2.0,85.0
0,0.0,Kengeri,1 BHK,,340,1.0,1.0,10.0
0,1.0,Srinagar,4 Bedroom,,2000,3.0,1.0,166.0
3,1.0,Rachenahalli,2 BHK,,1050,2.0,2.0,53.5
3,1.0,Varthur,2 BHK,Pethaai,1125,2.0,2.0,40.0
3,1.0,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,68.0
3,1.0,HSR Layout,2 BHK,SrisePo,1372,2.0,1.0,61.0
3,1.0,Uttarahalli,3 BHK,Aklia R,1330,2.0,1.0,56.0
3,0.0,Binny Pete,3 BHK,She 2rk,2465,5.0,2.0,234.0
3,1.0,Dasarahalli,2 BHK,,1300,2.0,3.0,55.0
2,1.0,Brigade Road,2 Bedroom,,1420,1.0,0.0,220.0
2,1.0,Bannerghatta,4 Bedroom,,810,4.0,1.0,50.0
3,1.0,Channasandra,2 BHK,Unm 2El,1065,2.0,1.0,35.0
0,1.0,Hessarghatta,2 BHK,,700,2.0,0.0,27.0
1,0.0,Hebbal,2 BHK,Arcia S,547.34 - 827.31,2.0,0.0,42.72
3,1.0,Belathur,2 BHK,Viiniai,1050,2.0,1.0,45.0
3,0.0,Maruthi HBCS Layout,3 BHK,,1250,3.0,3.0,39.5
0,1.0,Electronic City,2 BHK,Palleon,865,2.0,0.0,42.0
3,1.0,Uttarahalli,2 BHK,,1200,2.0,2.0,44.0
0,1.0,Srirampura,3 BHK,NRnoral,1756,3.0,3.0,100.0
2,1.0,Malleshwaram,9 Bedroom,,750,8.0,,150.0
3,1.0,Yelahanka,1 BHK,Ardanru,628,1.0,1.0,24.0
2,1.0,9th Phase JP Nagar,7 Bedroom,,1200,6.0,2.0,195.0
3,1.0,5th Phase JP Nagar,2 BHK,,1207,2.0,2.0,63.0
3,1.0,Kalena Agrahara,3 BHK,KlarkBe,1765,3.0,1.0,125.0
0,0.0,Electronic City,2 BHK,,1130,2.0,1.0,32.64
3,0.0,Devanahalli Road,3 BHK,Ozana U,1532,3.0,3.0,92.0
0,1.0,Ejipura,3 BHK,DSncele,1650,3.0,0.0,110.0
0,0.0,Horamavu Banaswadi,4 Bedroom,,1200,4.0,2.0,105.0
1,0.0,Bhoganhalli,2 BHK,Rosha I,804.1,2.0,1.0,69.09
3,0.0,Doddathoguru,2 BHK,,1200,2.0,2.0,75.0
3,1.0,Kengeri,2 BHK,,1197,2.0,2.0,50.0
0,1.0,Green Woods Layout,2 BHK,Paarklu,1200,2.0,2.0,66.0
3,1.0,Uttarahalli,3 BHK,Shony S,1385,2.0,2.0,48.48
3,1.0,Craig Park Layout,2 BHK,Cearkry,1010,2.0,3.0,148.0
3,1.0,Whitefield,3 BHK,UKe 2nz,2225,3.0,3.0,115.0
3,1.0,Immadihalli,2 BHK,Niimet ,1180,2.0,2.0,48.0
3,1.0,Banagiri Nagar,3 BHK,,1525,2.0,3.0,122.0
3,1.0,Ananth Nagar,2 BHK,,1100,2.0,2.0,31.5
3,1.0,Hiremath Layout,3 BHK,,1435,3.0,3.0,70.0
0,1.0,Attibele,1 BHK,Jae 2hu,400,1.0,1.0,14.0
3,1.0,Dommasandra,2 BHK,Asene S,1200,2.0,2.0,50.0
3,0.0,Whitefield,2 BHK,PritaDo,1272,2.0,1.0,95.05
3,1.0,Whitefield,2 BHK,SSthamh,1205,2.0,1.0,39.0
0,1.0,Kalena Agrahara,2 BHK,ARomee ,980,2.0,1.0,40.0
3,0.0,Malleshpalya,2 BHK,,1225,2.0,2.0,46.86
0,1.0,Whitefield,3 BHK,,1541,3.0,1.0,72.0
3,1.0,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,111.0
3,1.0,Jalahalli,2 BHK,Tahtsla,1694,2.0,2.0,125.0
2,1.0,Jnanabharathi Layout,3 Bedroom,,600,3.0,2.0,75.0
3,1.0,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,39.0
3,1.0,Muneshwara Nagar,3 BHK,Laderav,1560,2.0,3.0,66.0
3,1.0,Chandapura,2 BHK,,1201,2.0,2.0,27.0
2,1.0,Chandapura,2 Bedroom,,1500,2.0,1.0,60.0
3,1.0,Malleshpalya,3 BHK,,1785,3.0,2.0,75.0
0,1.0,Raja Rajeshwari Nagar,2 BHK,,1258,2.0,1.0,63.53
3,1.0,Electronic City,2 BHK,CoapeSo,910,2.0,2.0,42.0
3,1.0,Thigalarapalya,2 BHK,,1297,2.0,2.0,112.0
3,1.0,Kundalahalli,2 BHK,Vangsld,1291,2.0,3.0,49.0
0,1.0,Chikkasandra,2 BHK,,1070,2.0,2.0,42.0
3,1.0,Varthur,2 BHK,Soamsay,1012,2.0,1.0,66.5
3,1.0,Mahadevpura,2 BHK,,1260,2.0,3.0,57.6
3,1.0,Sarjapur  Road,2 BHK,Maantr ,1282,2.0,2.0,72.0
3,1.0,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,92.15
2,1.0,Bharath Housing Society Layout,4 Bedroom,,2400,3.0,,200.0
0,1.0,Chikka Tirupathi,5 Bedroom,Theanmp,3356,5.0,2.0,105.0
3,0.0,Hebbal,4 BHK,Raard B,2790,5.0,3.0,198.0
3,1.0,EPIP Zone,2 BHK,BrontLa,1330,2.0,1.0,86.98
3,1.0,Konanakunte,3 BHK,A rtsai,1400,2.0,1.0,73.0
0,0.0,Whitefield,2 BHK,,1192,2.0,1.0,71.0
0,1.0,3rd Block Jayanagar,2 BHK,,1000,2.0,1.0,130.0
3,1.0,Thigalarapalya,2 BHK,Prtanha,1297,2.0,2.0,103.0
3,0.0,Sarjapur  Road,1 BHK,Sasta S,580 - 650,1.0,0.0,17.835
3,0.0,Vijayanagar,3 BHK,Saahaat,1490,3.0,2.0,100.0
3,1.0,Rayasandra,3 BHK,MJeusyl,1373,3.0,2.0,72.0
3,1.0,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,41.39
2,1.0,Kadugodi,4 Bedroom,,3750,4.0,0.0,210.0
3,1.0,Doddakallasandra,2 BHK,,1010,2.0,1.0,40.39
0,1.0,Sarjapur,2 BHK,,1195,2.0,1.0,42.0
3,1.0,HSR Layout,3 BHK,Klort C,1750,3.0,2.0,95.0
3,1.0,Malleshpalya,2 BHK,A idse ,1052,2.0,2.0,50.0
3,1.0,Horamavu Banaswadi,2 BHK,,1180,2.0,2.0,58.0
0,1.0,Padmanabhanagar,5 Bedroom,,3680,4.0,2.0,440.0
0,1.0,Hormavu,3 BHK,,2100,3.0,2.0,73.0
0,0.0,Hoodi,4 Bedroom,,2863,4.0,1.0,140.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,2.0,38.24
0,1.0,Ulsoor,3 BHK,,2700,3.0,1.0,450.0
3,0.0,JP Nagar,2 BHK,DSvvyx ,1120,2.0,2.0,33.6
0,1.0,HSR Layout,3 BHK,,2424,3.0,2.0,90.0
0,1.0,Manjunatha Layout,2 BHK,,1300,2.0,1.0,60.0
3,1.0,Kanakapura,2 BHK,SPavenc,1090,2.0,2.0,32.69
0,1.0,Yelahanka,3 Bedroom,,2710,3.0,1.0,251.0
2,1.0,Konanakunte Cross,2 Bedroom,,3040,1.0,1.0,180.0
3,1.0,Uttarahalli,3 BHK,SLnssPr,1330,2.0,2.0,46.55
3,0.0,Hosur Road,3 BHK,PuendWe,1427,2.0,1.0,80.63
3,0.0,Banjara Layout,3 BHK,,1294,2.0,2.0,48.0
0,1.0,Begur,3 BHK,Vantspa,1580,3.0,2.0,75.0
2,1.0,Uttarahalli,5 Bedroom,,400,5.0,1.0,200.0
2,1.0,Chikka Tirupathi,3 Bedroom,FiriaVi,1808,4.0,2.0,80.27
3,1.0,Rajaji Nagar,4 BHK,PhestOn,3516,4.0,3.0,540.0
3,1.0,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,47.0
3,0.0,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,46.0
3,1.0,Abbaiah Reddy Layout,3 BHK,,1310,2.0,3.0,50.0
3,0.0,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,46.0
0,1.0,Singasandra,4 Bedroom,,3850,6.0,3.0,195.0
2,1.0,Kogilu,7 Bedroom,,925,7.0,3.0,88.0
3,0.0,Yelachenahalli,2 BHK,,2400,1.0,1.0,150.0
3,1.0,Koramangala,2 BHK,,1290,2.0,3.0,100.0
0,1.0,Yelahanka,6 Bedroom,,3770,6.0,3.0,110.0
3,1.0,Lakshmi Layout,3 BHK,Cemesti,1390,3.0,1.0,120.0
2,1.0,Tavarekere,4 Bedroom,,1200,4.0,2.0,72.0
0,1.0,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,33.0
3,1.0,Yelahanka,3 BHK,Niareum,1537,3.0,3.0,120.0
3,1.0,Immadihalli,2 BHK,,1135,2.0,2.0,68.0
3,0.0,Hoodi,3 BHK,Caycend,1512,3.0,2.0,75.77
3,1.0,Srinivasa Nagar,2 BHK,,900,2.0,1.0,55.0
3,1.0,Jigani,3 BHK,DLhtsen,1230,3.0,3.0,54.0
3,0.0,Thirumenahalli,3 BHK,MNtha A,1378,2.0,3.0,42.33
3,0.0,Whitefield,2 BHK,Asarqz ,1277,2.0,1.0,61.3
3,0.0,Hebbal,3 BHK,Raard B,1985,4.0,2.0,189.0
2,1.0,Kengeri,5 Bedroom,,8000,5.0,,500.0
3,1.0,KPC Layout,2 BHK,SVmesVi,1210,2.0,2.0,62.0
3,1.0,Yelahanka,2 BHK,,890,2.0,,40.0
2,1.0,JP Nagar,9 Bedroom,,2550,9.0,0.0,360.0
2,1.0,Sarjapur,4 Bedroom,,1200,5.0,2.0,110.0
0,1.0,Ardendale,4 BHK,AWharde,3198,4.0,3.0,200.0
3,1.0,HOSUR MAIN ROAD,3 BHK,,1464,3.0,2.0,56.0
3,1.0,Hebbal,4 BHK,Prersis,2483,5.0,2.0,215.0
2,1.0,Begur,4 Bedroom,,1550,4.0,2.0,130.0
3,1.0,Sarjapur  Road,4 BHK,Vaunei ,4111,4.0,1.0,310.0
3,1.0,Electronic City,2 BHK,SNncypa,975,2.0,2.0,37.5
3,1.0,Nandi Durga Road,3 BHK,,2500,3.0,1.0,250.0
3,1.0,Rajiv Nagar,3 BHK,PuoodSk,1690,3.0,1.0,125.0
3,0.0,Hosa Road,2 BHK,SStusan,1063,2.0,1.0,31.89
2,1.0,Cooke Town,3 Bedroom,,2572,3.0,3.0,390.0
1,1.0,Kumara Park,3 BHK,,2200,4.0,,350.0
0,1.0,Daadys Gaarden Layout,3 BHK,InockHo,1600,3.0,0.0,80.0
3,0.0,Maruthi Nagar,3 BHK,,1250,3.0,1.0,39.5
3,1.0,Bommanahalli,1 BHK,Prtusth,520,1.0,0.0,19.5
3,1.0,Marathahalli,4 BHK,PueraRi,4000,5.0,,212.0
0,1.0,Munnekollal,3 BHK,Keids O,1390,3.0,2.0,68.0
3,0.0,Whitefield,2 BHK,SSdhimr,1185,2.0,2.0,40.0
3,1.0,Sahakara Nagar,2 BHK,KVersuj,1219,2.0,2.0,48.0
3,0.0,Kudlu Gate,3 BHK,Sanzaat,1564,2.0,1.0,92.0
3,1.0,Sarjapur  Road,4 BHK,DSndsod,3425 - 3435,6.0,0.0,228.5
3,1.0,Hosa Road,2 BHK,Sancei ,1100,2.0,2.0,37.1
0,1.0,Kothannur,3 BHK,Esale O,1300,2.0,0.0,60.0
2,1.0,Chikkabanavar,3 Bedroom,,1600,2.0,0.0,80.0
0,1.0,Ramamurthy Nagar,3 Bedroom,,1600,3.0,2.0,75.0
3,0.0,Hennur Road,3 BHK,Puachal,1482,2.0,1.0,92.0
2,0.0,Marsur,3 Bedroom,MGave E,1000,4.0,3.0,66.0
3,1.0,Shampura,2 BHK,,1200,2.0,3.0,53.0
2,1.0,Gubbalala,3 Bedroom,,600,3.0,2.0,75.0
3,1.0,Kengeri,2 BHK,,1200,2.0,0.0,58.0
2,1.0,Kereguddadahalli,6 Bedroom,,600,4.0,0.0,60.0
0,1.0,Nagarbhavi,3 Bedroom,,2400,3.0,0.0,160.0
3,0.0,Marathahalli,3 BHK,PrensKe,1469,3.0,1.0,89.0
3,0.0,Kanakapura,1 BHK,,551,1.0,1.0,30.0
3,0.0,Electronics City Phase 1,2 BHK,,1160,2.0,1.0,52.0
3,1.0,Balagere,2 BHK,Soresea,1205,2.0,1.0,78.5
0,1.0,Kasavanhalli,3 BHK,,1550,2.0,3.0,52.0
3,1.0,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,125.0
3,1.0,AECS Layout,2 BHK,Kamesar,1028,2.0,1.0,42.0
3,1.0,Frazer Town,3 BHK,CaaveEn,1700,3.0,1.0,180.0
3,1.0,Karuna Nagar,3 BHK,NadriNe,1200,2.0,1.0,34.0
3,1.0,Kodihalli,3 BHK,Soianal,2700,4.0,1.0,270.0
0,1.0,Kallumantapa,2 BHK,BSarknd,1100,2.0,2.0,50.0
2,1.0,Ramamurthy Nagar,2 Bedroom,,1200,3.0,1.0,72.0
3,1.0,Kaverappa Layout,2 BHK,Dural C,1269.72,2.0,2.0,68.0
3,1.0,Electronic City Phase II,2 BHK,SJmesst,1266,2.0,2.0,59.0
3,1.0,Mysore Road,2 BHK,Srkha S,1060,2.0,1.0,62.0
2,1.0,Malimakanapura,3 Bedroom,Copust ,1168,3.0,0.0,70.0
3,1.0,Medahalli,2 BHK,Sancya ,1552,2.0,1.0,51.0
3,0.0,Talaghattapura,3 BHK,Sodgere,1804 - 2273,3.0,0.0,120.0
3,1.0,Attibele,1 BHK,Jae 1hu,500,1.0,1.0,17.0
3,1.0,Hulimavu,2 BHK,,1080,2.0,2.0,43.2
2,1.0,Kattigenahalli,4 Bedroom,,2100,4.0,,155.0
3,1.0,Rustam Bagh Layout,2 BHK,Shntsan,1300,2.0,2.0,65.0
0,1.0,Electronics City Phase 1,2 BHK,SNavenc,920,2.0,2.0,33.0
2,1.0,New Thippasandra,4 Bedroom,,817,2.0,1.0,120.0
0,1.0,Harlur,2 BHK,SrEndPo,1310,2.0,1.0,50.0
3,1.0,Horamavu Agara,3 BHK,,1650,2.0,1.0,75.0
3,1.0,Garden Layout,3 BHK,DSidePr,1515,3.0,3.0,93.93
3,0.0,Raja Rajeshwari Nagar,2 BHK,Prllsan,1157,2.0,1.0,53.8
3,1.0,Viswapriyanagar.begur Road.bommanahalli.,4 BHK,,2400,5.0,1.0,85.0
3,1.0,Konanakunte,4 BHK,Siisega,3000,4.0,3.0,160.0
3,1.0,Basavangudi,3 BHK,,2200,2.0,1.0,162.0
0,0.0,"Hoodi Circle, ",2 BHK,,1243,2.0,1.0,58.0
3,1.0,Rachenahalli,3 BHK,Sovar S,1530,2.0,2.0,74.39
3,1.0,Judicial Layout,3 BHK,HRnyaAn,2070,3.0,3.0,162.0
0,1.0,Yelahanka,3 BHK,PrrloMo,1815,3.0,2.0,82.0
3,1.0,Sarjapur  Road,4 BHK,Maana E,3900,4.0,3.0,300.0
3,0.0,Electronic City Phase II,2 BHK,Sryalan,1000,2.0,1.0,28.88
3,0.0,Ananth Nagar,2 BHK,,982,2.0,2.0,24.55
3,1.0,Hennur Road,2 BHK,Puachal,1232,2.0,2.0,89.0
3,0.0,Binny Pete,3 BHK,Shestlo,1282,3.0,2.0,178.0
3,1.0,Yelahanka,1 BHK,Prensya,654,1.0,1.0,38.4
0,1.0,Bannerghatta Road,2 BHK,,1181,2.0,0.0,55.0
3,1.0,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,45.0
2,1.0,2nd Stage Nagarbhavi,4 Bedroom,,1200,4.0,2.0,245.0
3,1.0,T K Reddy Layout,3 BHK,DSineun,1616,3.0,1.0,75.0
0,1.0,Herohalli,5 Bedroom,,1800,6.0,0.0,44.5
2,1.0,Kumbena Agrahara,6 Bedroom,,1200,4.0,1.0,135.0
3,0.0,Whitefield,3 BHK,Somns T,1306,3.0,2.0,54.65
3,1.0,Whitefield,3 BHK,Nillsre,1626,3.0,3.0,89.0
0,1.0,"Pai layout , Mahadevapura",6 BHK,,2700,4.0,2.0,214.0
3,1.0,Whitefield,3 BHK,Sudama ,1585,3.0,2.0,88.0
3,1.0,7th Phase JP Nagar,2 BHK,,1370,2.0,1.0,56.17
2,1.0,Whitefield,5 Bedroom,,3250,5.0,3.0,900.0
3,1.0,Kanakpura Road,2 BHK,Goelsn ,1495,2.0,2.0,90.0
3,1.0,frazertown,3 BHK,,2000,3.0,2.0,210.0
2,1.0,Akshayanagara East,5 Bedroom,,2400,4.0,1.0,300.0
2,1.0,Bannerghatta,3 Bedroom,,1375,3.0,0.0,57.0
3,1.0,Old Madras Road,4 BHK,Brica E,3630 - 3800,6.0,0.0,224.5
0,1.0,Kereguddadahalli,3 BHK,,1400,2.0,2.0,48.0
3,1.0,Kadugodi,5 BHK,,1100,5.0,0.0,135.0
3,0.0,Whitefield,1 BHK,SudenEd,660 - 670,,,28.585
2,1.0,Hebbal Kempapura,4 Bedroom,,1200,4.0,2.0,215.0
3,1.0,Yelahanka,2 BHK,,1150,2.0,2.0,46.0
3,1.0,Hebbal,2 BHK,,1080,2.0,1.0,54.0
3,1.0,Kaikondrahalli,3 BHK,Brtiael,1645,3.0,2.0,100.0
3,1.0,Doddanekundi,3 BHK,AkletBa,1760,3.0,3.0,176.0
0,1.0,Venkatadri Layout,1 BHK,Raiyai ,595,1.0,1.0,42.0
2,1.0,Bommenahalli,3 Bedroom,Prana S,1200,3.0,1.0,125.0
3,0.0,JP Nagar,4 BHK,Pehtsa ,4000 - 5249,4.0,0.0,314.5
0,1.0,Mahaganapathy Nagar,2 BHK,Vaodak ,1410,2.0,3.0,67.0
0,0.0,Huskur,2 BHK,,1090,2.0,1.0,31.48
2,1.0,Ramagondanahalli,1 Bedroom,,540,1.0,0.0,30.0
3,1.0,Sarjapur  Road,2 BHK,Maaveal,1300,2.0,2.0,60.0
0,1.0,9th Phase JP Nagar,3 BHK,ImiteEl,1890,2.0,2.0,85.0
3,1.0,Belathur,2 BHK,SLwernf,1254,2.0,1.0,53.0
0,1.0,Kattigenahalli,7 Bedroom,,2800,7.0,2.0,125.0
0,1.0,Ulsoor,2 BHK,,1275,2.0,,120.0
3,1.0,Kathriguppe,3 BHK,,1245,2.0,2.0,68.48
0,1.0,Rustam Bagh Layout,2 BHK,TealdEm,1170,2.0,2.0,86.0
3,0.0,Panathur,2 BHK,Prcesvy,1193,2.0,1.0,86.0
3,0.0,Chandapura,2 BHK,,850,2.0,1.0,25.4
3,1.0,Marathahalli,3 BHK,PadgeOa,1678,3.0,3.0,70.0
0,1.0,Gunjur,3 BHK,NDrelau,1600,3.0,3.0,75.0
3,1.0,Electronics City Phase 1,3 BHK,GaicaVe,1750,3.0,2.0,84.0
3,0.0,Whitefield,2 BHK,,1125,2.0,2.0,62.0
2,1.0,Andrahalli,4 Bedroom,,2200,4.0,3.0,235.0
